"Row ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"5430","9/5/2011","9/7/2011","First Class","PR-18880","Patrick Ryan","Consumer","United States","Saint Petersburg","Florida","33710","South","Furniture","Furnishings","31.984","2","0.2","1.999"
"5431","10/22/2014","10/26/2014","Standard Class","FC-14245","Frank Carlisle","Home Office","United States","Lakewood","Ohio","44107","East","Office Supplies","Appliances","161.568","2","0.2","16.1568"
"5432","10/22/2014","10/26/2014","Standard Class","FC-14245","Frank Carlisle","Home Office","United States","Lakewood","Ohio","44107","East","Office Supplies","Paper","4.064","1","0.2","1.3716"
"5433","10/22/2014","10/26/2014","Standard Class","FC-14245","Frank Carlisle","Home Office","United States","Lakewood","Ohio","44107","East","Office Supplies","Binders","6.216","4","0.7","-4.9728"
"5434","4/26/2014","4/30/2014","Standard Class","LH-16750","Larry Hughes","Consumer","United States","Chandler","Arizona","85224","West","Office Supplies","Art","8.896","4","0.2","0.6672"
"5435","10/19/2012","10/24/2012","Standard Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90008","West","Office Supplies","Appliances","1640.7","5","0","459.396"
"5436","10/19/2012","10/24/2012","Standard Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90008","West","Technology","Accessories","270","3","0","97.2"
"5437","7/5/2011","7/8/2011","First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida","32137","South","Furniture","Furnishings","19.52","2","0.2","5.368"
"5438","7/5/2011","7/8/2011","First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida","32137","South","Office Supplies","Binders","9.81","5","0.7","-6.867"
"5439","7/5/2011","7/8/2011","First Class","DM-13525","Don Miller","Corporate","United States","Palm Coast","Florida","32137","South","Furniture","Furnishings","213.216","3","0.2","15.9912"
"5440","4/5/2013","4/10/2013","Standard Class","EH-14185","Evan Henry","Consumer","United States","New York City","New York","10035","East","Office Supplies","Binders","588.784","2","0.2","183.995"
"5441","11/14/2014","11/19/2014","Second Class","TC-21295","Toby Carlisle","Consumer","United States","Jupiter","Florida","33458","South","Office Supplies","Art","2.064","1","0.2","0.1548"
"5442","9/10/2014","9/14/2014","Standard Class","AI-10855","Arianne Irving","Consumer","United States","Glendale","Arizona","85301","West","Office Supplies","Paper","6.368","2","0.2","2.388"
"5443","4/17/2012","4/23/2012","Standard Class","JM-15535","Jessica Myrick","Consumer","United States","New York City","New York","10035","East","Technology","Accessories","99.6","1","0","36.852"
"5444","4/17/2012","4/23/2012","Standard Class","JM-15535","Jessica Myrick","Consumer","United States","New York City","New York","10035","East","Office Supplies","Binders","62.296","13","0.2","21.0249"
"5445","4/17/2012","4/23/2012","Standard Class","JM-15535","Jessica Myrick","Consumer","United States","New York City","New York","10035","East","Office Supplies","Art","10.71","3","0","2.7846"
"5446","7/26/2013","7/30/2013","Standard Class","BE-11335","Bill Eplett","Home Office","United States","Houston","Texas","77041","Central","Office Supplies","Envelopes","20.936","1","0.2","7.0659"
"5447","8/27/2013","9/1/2013","Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York","10035","East","Technology","Phones","33","6","0","8.25"
"5448","8/27/2013","9/1/2013","Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","New York City","New York","10035","East","Technology","Accessories","249.95","5","0","87.4825"
"5449","9/12/2011","9/19/2011","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas","66062","Central","Office Supplies","Supplies","357.93","3","0","7.1586"
"5450","9/12/2011","9/19/2011","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas","66062","Central","Technology","Accessories","57.4","5","0","10.906"
"5451","9/12/2011","9/19/2011","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas","66062","Central","Office Supplies","Binders","331.96","2","0","149.382"
"5452","9/12/2011","9/19/2011","Standard Class","TA-21385","Tom Ashbrook","Home Office","United States","Olathe","Kansas","66062","Central","Furniture","Furnishings","40.56","2","0","12.9792"
"5453","7/23/2013","7/30/2013","Standard Class","KN-16705","Kristina Nunn","Home Office","United States","Sparks","Nevada","89431","West","Office Supplies","Supplies","86.2","5","0","24.998"
"5454","5/20/2014","5/24/2014","Standard Class","PJ-18835","Patrick Jones","Corporate","United States","Rockford","Illinois","61107","Central","Office Supplies","Paper","38.016","6","0.2","13.7808"
"5455","4/29/2014","5/3/2014","Standard Class","MC-17605","Matt Connell","Corporate","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Storage","8.384","1","0.2","0.7336"
"5456","4/29/2014","5/3/2014","Standard Class","MC-17605","Matt Connell","Corporate","United States","Philadelphia","Pennsylvania","19143","East","Office Supplies","Art","6.848","2","0.2","0.7704"
"5457","12/30/2014","1/3/2015","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Edmonds","Washington","98026","West","Office Supplies","Fasteners","19.6","5","0","9.604"
"5458","12/30/2014","1/3/2015","Standard Class","BS-11755","Bruce Stewart","Consumer","United States","Edmonds","Washington","98026","West","Furniture","Furnishings","68.46","2","0","20.538"
"5459","9/5/2014","9/7/2014","Second Class","PK-19075","Pete Kriz","Consumer","United States","San Francisco","California","94122","West","Office Supplies","Binders","13.344","6","0.2","4.3368"
"5460","9/5/2014","9/7/2014","Second Class","PK-19075","Pete Kriz","Consumer","United States","San Francisco","California","94122","West","Furniture","Tables","1478.272","8","0.2","92.392"
"5461","3/21/2011","3/25/2011","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Asheville","North Carolina","28806","South","Office Supplies","Storage","16.272","1","0.2","-3.8646"
"5462","9/29/2014","10/5/2014","Standard Class","BD-11725","Bruce Degenhardt","Consumer","United States","Los Angeles","California","90032","West","Furniture","Furnishings","9.24","3","0","4.4352"
"5463","1/20/2011","1/21/2011","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","Office Supplies","Binders","32.34","10","0.7","-23.716"
"5464","1/20/2011","1/21/2011","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","Office Supplies","Paper","56.064","4","0.2","19.6224"
"5465","1/20/2011","1/21/2011","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","Office Supplies","Envelopes","108.72","5","0.2","36.693"
"5466","1/20/2011","1/21/2011","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","Furniture","Bookcases","181.47","5","0.7","-320.597"
"5467","2/15/2011","2/20/2011","Second Class","ST-20530","Shui Tom","Consumer","United States","Houston","Texas","77095","Central","Office Supplies","Paper","16.176","3","0.2","6.066"
"5468","6/10/2013","6/15/2013","Standard Class","DB-13210","Dean Braden","Consumer","United States","San Francisco","California","94109","West","Furniture","Chairs","122.352","3","0.2","13.7646"
"5469","9/26/2011","9/27/2011","First Class","KF-16285","Karen Ferguson","Home Office","United States","San Diego","California","92105","West","Furniture","Chairs","585.552","3","0.2","73.194"
"5470","9/26/2011","9/27/2011","First Class","KF-16285","Karen Ferguson","Home Office","United States","San Diego","California","92105","West","Office Supplies","Paper","19.44","3","0","9.3312"
"5471","5/31/2013","6/5/2013","Standard Class","JM-16195","Justin MacKendrick","Consumer","United States","Hamilton","Ohio","45011","East","Office Supplies","Appliances","123.92","5","0.2","9.294"
"5472","12/20/2014","12/24/2014","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado","80134","West","Furniture","Furnishings","13.36","5","0.2","4.008"
"5473","12/20/2014","12/24/2014","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado","80134","West","Office Supplies","Storage","78.256","2","0.2","-17.6076"
"5474","12/20/2014","12/24/2014","Standard Class","TS-21505","Tony Sayre","Consumer","United States","Parker","Colorado","80134","West","Furniture","Bookcases","102.018","7","0.7","-183.6324"
"5475","12/27/2014","12/27/2014","Same Day","YC-21895","Yoseph Carroll","Corporate","United States","Fremont","Nebraska","68025","Central","Office Supplies","Storage","750.68","2","0","37.534"
"5476","6/16/2014","6/19/2014","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota","55369","Central","Office Supplies","Labels","44.4","3","0","22.2"
"5477","6/16/2014","6/19/2014","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota","55369","Central","Office Supplies","Storage","84.55","5","0","22.8285"
"5478","6/16/2014","6/19/2014","First Class","Dp-13240","Dean percer","Home Office","United States","Maple Grove","Minnesota","55369","Central","Office Supplies","Paper","17.94","3","0","8.7906"
"5479","11/21/2013","11/25/2013","Standard Class","SJ-20500","Shirley Jackson","Consumer","United States","Newark","Delaware","19711","East","Office Supplies","Binders","128.4","3","0","62.916"
"5480","3/31/2011","4/4/2011","Standard Class","KB-16240","Karen Bern","Corporate","United States","Miami","Florida","33180","South","Office Supplies","Binders","1.869","1","0.7","-1.3083"
"5481","10/9/2014","10/15/2014","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California","92105","West","Technology","Phones","103.192","1","0.2","11.6091"
"5482","10/9/2014","10/15/2014","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California","92105","West","Technology","Accessories","36","2","0","6.48"
"5483","10/9/2014","10/15/2014","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California","92105","West","Technology","Accessories","239.96","4","0","115.1808"
"5484","10/9/2014","10/15/2014","Standard Class","CS-12250","Chris Selesnick","Corporate","United States","San Diego","California","92105","West","Office Supplies","Storage","40.68","2","0","0.4068"
"5485","1/31/2014","2/5/2014","Standard Class","EB-13870","Emily Burns","Consumer","United States","Miami","Florida","33142","South","Furniture","Chairs","419.136","4","0.2","-68.1096"
"5486","12/12/2011","12/17/2011","Standard Class","PB-19150","Philip Brown","Consumer","United States","Miami","Florida","33178","South","Office Supplies","Envelopes","23.472","3","0.2","7.6284"
"5487","10/24/2012","10/29/2012","Standard Class","MT-18070","Michelle Tran","Home Office","United States","San Antonio","Texas","78207","Central","Office Supplies","Binders","3.592","4","0.8","-6.286"
"5488","4/2/2014","4/5/2014","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida","32216","South","Technology","Phones","23.976","3","0.2","-5.6943"
"5489","4/2/2014","4/5/2014","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida","32216","South","Office Supplies","Labels","6.264","3","0.2","2.0358"
"5490","4/2/2014","4/5/2014","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida","32216","South","Office Supplies","Appliances","20.808","3","0.2","1.8207"
"5491","4/2/2014","4/5/2014","Second Class","BF-11020","Barry Französisch","Corporate","United States","Jacksonville","Florida","32216","South","Furniture","Chairs","218.352","3","0.2","-19.1058"
"5492","1/27/2014","1/28/2014","First Class","CG-12520","Claire Gute","Consumer","United States","Houston","Texas","77070","Central","Office Supplies","Storage","18.16","2","0.2","1.816"
"5493","11/28/2011","11/28/2011","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California","94122","West","Office Supplies","Supplies","7.36","2","0","0.1472"
"5494","11/28/2011","11/28/2011","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California","94122","West","Office Supplies","Labels","41.4","4","0","19.872"
"5495","11/28/2011","11/28/2011","Same Day","DH-13675","Duane Huffman","Home Office","United States","San Francisco","California","94122","West","Furniture","Bookcases","411.332","4","0.15","-4.8392"
"5496","9/4/2012","9/8/2012","Standard Class","SC-20440","Shaun Chance","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Office Supplies","Binders","7.656","4","0.7","-6.1248"
"5497","6/13/2014","6/17/2014","Standard Class","HG-15025","Hunter Glantz","Consumer","United States","Marion","Ohio","43302","East","Technology","Accessories","63.92","2","0.2","19.176"
"5498","7/16/2014","7/19/2014","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York","10024","East","Office Supplies","Art","6.56","2","0","1.9024"
"5499","7/16/2014","7/19/2014","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York","10024","East","Office Supplies","Labels","7.83","3","0","3.6018"
"5500","7/16/2014","7/19/2014","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York","10024","East","Technology","Accessories","41.9","2","0","8.799"
"5501","7/16/2014","7/19/2014","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York","10024","East","Furniture","Chairs","664.146","6","0.1","88.5528"
"5502","7/16/2014","7/19/2014","Second Class","MM-18055","Michelle Moray","Consumer","United States","New York City","New York","10024","East","Office Supplies","Paper","8.96","2","0","4.3904"
"5503","11/3/2014","11/7/2014","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Furniture","Furnishings","3.312","1","0.2","0.6624"
"5504","11/3/2014","11/7/2014","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Office Supplies","Appliances","20.136","3","0.2","1.2585"
"5505","11/3/2014","11/7/2014","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Office Supplies","Envelopes","8.856","3","0.2","2.8782"
"5506","11/3/2014","11/7/2014","Standard Class","TH-21115","Thea Hudgings","Corporate","United States","Philadelphia","Pennsylvania","19140","East","Technology","Phones","859.2","4","0.4","-186.16"
"5507","10/9/2013","10/9/2013","Same Day","JE-15745","Joel Eaton","Consumer","United States","Los Angeles","California","90036","West","Office Supplies","Paper","61.96","2","0","27.882"
"5508","4/9/2013","4/15/2013","Standard Class","PG-18820","Patrick Gardner","Consumer","United States","Smyrna","Georgia","30080","South","Office Supplies","Envelopes","17.92","4","0","8.6016"
"5509","10/8/2012","10/12/2012","Standard Class","MB-17305","Maria Bertelson","Consumer","United States","San Francisco","California","94122","West","Furniture","Furnishings","145.9","5","0","62.737"
"5510","5/16/2014","5/21/2014","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60653","Central","Office Supplies","Paper","56.704","2","0.2","19.1376"
"5511","5/16/2014","5/21/2014","Standard Class","JD-16015","Joy Daniels","Consumer","United States","Chicago","Illinois","60653","Central","Technology","Phones","11.12","2","0.2","3.475"
"5512","2/25/2011","3/2/2011","Standard Class","JH-15430","Jennifer Halladay","Consumer","United States","Medford","Oregon","97504","West","Office Supplies","Paper","32.896","4","0.2","11.1024"
"5513","2/25/2011","3/2/2011","Standard Class","JH-15430","Jennifer Halladay","Consumer","United States","Medford","Oregon","97504","West","Office Supplies","Paper","22.776","3","0.2","7.6869"
"5514","5/30/2012","6/1/2012","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York","10009","East","Technology","Phones","239.97","3","0","2.3997"
"5515","5/30/2012","6/1/2012","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York","10009","East","Office Supplies","Appliances","160.32","2","0","44.8896"
"5516","5/30/2012","6/1/2012","First Class","EN-13780","Edward Nazzal","Consumer","United States","New York City","New York","10009","East","Technology","Phones","128.85","3","0","3.8655"
"5517","11/19/2013","11/22/2013","Second Class","KC-16255","Karen Carlisle","Corporate","United States","Huntsville","Alabama","35810","South","Technology","Accessories","1319.96","4","0","527.984"
"5518","12/5/2014","12/10/2014","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Furniture","Chairs","239.96","10","0.3","-10.284"
"5519","12/5/2014","12/10/2014","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Furniture","Furnishings","54.768","2","0.2","6.846"
"5520","12/5/2014","12/10/2014","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Art","13.392","3","0.2","3.1806"
"5521","12/5/2014","12/10/2014","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Office Supplies","Paper","23.92","5","0.2","8.671"
"5522","12/5/2014","12/10/2014","Standard Class","MS-17980","Michael Stewart","Corporate","United States","Philadelphia","Pennsylvania","19134","East","Technology","Accessories","255.968","4","0.2","-28.7964"
"5523","6/6/2013","6/8/2013","First Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Santa Clara","California","95051","West","Office Supplies","Binders","21.552","6","0.2","7.0044"
"5524","6/6/2013","6/8/2013","First Class","CK-12205","Chloris Kastensmidt","Consumer","United States","Santa Clara","California","95051","West","Office Supplies","Appliances","58.24","4","0","15.7248"
"5525","12/11/2013","12/13/2013","First Class","SJ-20125","Sanjit Jacobs","Home Office","United States","Long Beach","California","90805","West","Office Supplies","Paper","80.28","12","0","36.9288"
"5526","5/1/2014","5/6/2014","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Los Angeles","California","90008","West","Office Supplies","Art","9.78","2","0","4.0098"
"5527","4/25/2014","4/29/2014","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Santa Barbara","California","93101","West","Office Supplies","Fasteners","1.81","1","0","0.6516"
"5528","5/8/2012","5/10/2012","First Class","AB-10255","Alejandro Ballentine","Home Office","United States","New York City","New York","10009","East","Office Supplies","Paper","37.94","2","0","18.2112"
"5529","3/31/2012","4/4/2012","Standard Class","SC-20260","Scott Cohen","Corporate","United States","Jacksonville","Florida","32216","South","Technology","Phones","79.96","5","0.2","27.986"
"5530","8/7/2014","8/12/2014","Standard Class","TB-21355","Todd Boyes","Corporate","United States","Cedar Hill","Texas","75104","Central","Office Supplies","Paper","115.296","3","0.2","40.3536"
"5531","12/3/2014","12/7/2014","Standard Class","JK-16090","Juliana Krohn","Consumer","United States","Omaha","Nebraska","68104","Central","Technology","Phones","2479.96","4","0","743.988"
"5532","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Technology","Accessories","179.94","6","0","75.5748"
"5533","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Technology","Accessories","26.85","3","0","5.1015"
"5534","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Technology","Accessories","323.37","3","0","129.348"
"5535","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Office Supplies","Paper","59.94","3","0","28.1718"
"5536","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Office Supplies","Binders","64.14","3","0","30.7872"
"5537","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Office Supplies","Binders","11.67","3","0","5.6016"
"5538","6/7/2013","6/8/2013","First Class","CK-12595","Clytie Kelty","Consumer","United States","Little Rock","Arkansas","72209","South","Office Supplies","Paper","12.96","2","0","6.2208"
"5539","4/13/2012","4/20/2012","Standard Class","SS-20590","Sonia Sunley","Consumer","United States","Norfolk","Nebraska","68701","Central","Office Supplies","Binders","17.43","3","0","8.0178"
"5540","5/23/2014","5/27/2014","Standard Class","LE-16810","Laurel Elliston","Consumer","United States","Chicago","Illinois","60653","Central","Furniture","Chairs","181.986","2","0.3","-54.5958"
"5541","5/23/2014","5/27/2014","Standard Class","LE-16810","Laurel Elliston","Consumer","United States","Chicago","Illinois","60653","Central","Office Supplies","Binders","1.592","2","0.8","-2.6268"
"5542","5/23/2014","5/27/2014","Standard Class","LE-16810","Laurel Elliston","Consumer","United States","Chicago","Illinois","60653","Central","Office Supplies","Supplies","22.344","3","0.2","2.5137"
"5543","12/20/2013","12/26/2013","Standard Class","ES-14080","Erin Smith","Corporate","United States","Tucson","Arizona","85705","West","Furniture","Tables","455.97","6","0.5","-218.8656"
"5544","12/20/2013","12/26/2013","Standard Class","ES-14080","Erin Smith","Corporate","United States","Tucson","Arizona","85705","West","Office Supplies","Binders","10.44","6","0.7","-7.656"
"5545","12/20/2013","12/26/2013","Standard Class","ES-14080","Erin Smith","Corporate","United States","Tucson","Arizona","85705","West","Office Supplies","Binders","5.214","2","0.7","-4.1712"
"5546","9/23/2014","9/27/2014","Standard Class","MG-17890","Michael Granlund","Home Office","United States","Concord","New Hampshire","3301","East","Office Supplies","Storage","67.4","5","0","17.524"
"5547","9/8/2014","9/9/2014","First Class","JM-16195","Justin MacKendrick","Consumer","United States","Draper","Utah","84020","West","Furniture","Furnishings","25.16","2","0","10.5672"
"5548","9/8/2014","9/9/2014","First Class","JM-16195","Justin MacKendrick","Consumer","United States","Draper","Utah","84020","West","Technology","Phones","126.56","4","0.2","47.46"
"5549","11/28/2011","12/1/2011","First Class","SG-20470","Sheri Gordon","Consumer","United States","San Francisco","California","94109","West","Office Supplies","Appliances","43.68","3","0","11.7936"
"5550","11/28/2011","12/1/2011","First Class","SG-20470","Sheri Gordon","Consumer","United States","San Francisco","California","94109","West","Technology","Accessories","139.93","7","0","34.9825"
"5551","11/12/2011","11/16/2011","Standard Class","DB-12970","Darren Budd","Corporate","United States","Houston","Texas","77036","Central","Office Supplies","Art","2.672","1","0.2","0.334"
"5552","11/12/2011","11/16/2011","Standard Class","DB-12970","Darren Budd","Corporate","United States","Houston","Texas","77036","Central","Office Supplies","Supplies","16.656","6","0.2","-3.123"
"5553","11/12/2011","11/16/2011","Standard Class","DB-12970","Darren Budd","Corporate","United States","Houston","Texas","77036","Central","Technology","Accessories","79.512","3","0.2","20.8719"
"5554","11/12/2011","11/16/2011","Standard Class","DB-12970","Darren Budd","Corporate","United States","Houston","Texas","77036","Central","Office Supplies","Paper","36.288","7","0.2","12.7008"
"5555","11/12/2011","11/16/2011","Standard Class","DB-12970","Darren Budd","Corporate","United States","Houston","Texas","77036","Central","Furniture","Bookcases","67.9932","1","0.32","-12.9987"
"5556","10/3/2014","10/7/2014","Second Class","JW-15220","Jane Waco","Corporate","United States","Montgomery","Alabama","36116","South","Furniture","Furnishings","10.16","2","0","3.4544"
"5557","12/14/2012","12/18/2012","Standard Class","KD-16495","Keith Dawkins","Corporate","United States","Jackson","Mississippi","39212","South","Furniture","Furnishings","6.16","2","0","1.9712"
"5558","12/14/2012","12/18/2012","Standard Class","KD-16495","Keith Dawkins","Corporate","United States","Jackson","Mississippi","39212","South","Office Supplies","Art","56.3","2","0","15.764"
"5559","12/6/2012","12/10/2012","Standard Class","IL-15100","Ivan Liston","Consumer","United States","North Las Vegas","Nevada","89031","West","Office Supplies","Paper","6.48","1","0","3.1104"
"5560","12/6/2012","12/10/2012","Standard Class","IL-15100","Ivan Liston","Consumer","United States","North Las Vegas","Nevada","89031","West","Office Supplies","Storage","1325.85","5","0","238.653"
"5561","12/6/2012","12/10/2012","Standard Class","IL-15100","Ivan Liston","Consumer","United States","North Las Vegas","Nevada","89031","West","Office Supplies","Labels","14.94","3","0","6.8724"
"5562","4/1/2014","4/3/2014","Second Class","JE-15610","Jim Epp","Corporate","United States","Atlanta","Georgia","30318","South","Office Supplies","Binders","34.54","1","0","17.27"
"5563","4/1/2014","4/3/2014","Second Class","JE-15610","Jim Epp","Corporate","United States","Atlanta","Georgia","30318","South","Technology","Copiers","2999.95","5","0","1439.976"
"5564","4/1/2014","4/3/2014","Second Class","JE-15610","Jim Epp","Corporate","United States","Atlanta","Georgia","30318","South","Office Supplies","Binders","64.12","4","0","30.7776"
"5565","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Office Supplies","Art","19.456","4","0.2","2.1888"
"5566","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Technology","Machines","209.986","2","0.3","8.9994"
"5567","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Office Supplies","Art","29.76","5","0.2","1.86"
"5568","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Furniture","Chairs","89.768","1","0.3","-2.5648"
"5569","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Technology","Copiers","959.984","2","0.2","335.9944"
"5570","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Office Supplies","Paper","15.552","3","0.2","5.6376"
"5571","3/14/2014","3/14/2014","Same Day","SU-20665","Stephanie Ulpright","Home Office","United States","Chicago","Illinois","60610","Central","Technology","Phones","34.36","1","0.2","-7.3015"
"5572","12/5/2011","12/9/2011","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Columbus","Ohio","43229","East","Office Supplies","Paper","98.376","3","0.2","35.6613"
"5573","12/5/2011","12/9/2011","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Columbus","Ohio","43229","East","Office Supplies","Binders","29.94","4","0.7","-23.952"
"5574","12/5/2011","12/9/2011","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Columbus","Ohio","43229","East","Office Supplies","Paper","17.472","3","0.2","5.6784"
"5575","12/5/2011","12/9/2011","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Columbus","Ohio","43229","East","Technology","Phones","36.738","1","0.4","-9.1845"
"5576","12/5/2011","12/9/2011","Standard Class","EA-14035","Erin Ashbrook","Corporate","United States","Columbus","Ohio","43229","East","Technology","Phones","179.94","2","0.4","-44.985"
"5577","12/13/2013","12/17/2013","Standard Class","RF-19840","Roy Französisch","Consumer","United States","Pasadena","California","91104","West","Furniture","Furnishings","383.64","6","0","122.7648"
"5578","12/13/2013","12/17/2013","Standard Class","RF-19840","Roy Französisch","Consumer","United States","Pasadena","California","91104","West","Office Supplies","Appliances","56.52","3","0","15.8256"
"5579","9/10/2014","9/15/2014","Second Class","LC-17050","Liz Carlisle","Consumer","United States","Los Angeles","California","90004","West","Office Supplies","Art","6.56","2","0","1.9024"
"5580","9/10/2014","9/15/2014","Second Class","LC-17050","Liz Carlisle","Consumer","United States","Los Angeles","California","90004","West","Furniture","Chairs","243.92","5","0.2","-15.245"
"5581","9/10/2014","9/15/2014","Second Class","LC-17050","Liz Carlisle","Consumer","United States","Los Angeles","California","90004","West","Office Supplies","Paper","47.52","9","0","22.8096"
"5582","10/5/2014","10/9/2014","Standard Class","PS-18970","Paul Stevenson","Home Office","United States","Clinton","Maryland","20735","East","Furniture","Furnishings","19.98","1","0","8.5914"
"5583","5/10/2013","5/14/2013","Standard Class","PS-18970","Paul Stevenson","Home Office","United States","New York City","New York","10024","East","Office Supplies","Art","8","5","0","3.44"
"5584","12/15/2011","12/19/2011","Second Class","JO-15280","Jas O'Carroll","Consumer","United States","San Diego","California","92037","West","Furniture","Furnishings","6.16","2","0","1.9712"
"5585","12/1/2014","12/5/2014","Standard Class","VP-21730","Victor Preis","Home Office","United States","New York City","New York","10011","East","Office Supplies","Storage","83.56","4","0","1.6712"
"5586","12/1/2014","12/5/2014","Standard Class","VP-21730","Victor Preis","Home Office","United States","New York City","New York","10011","East","Technology","Phones","546.06","3","0","163.818"
"5587","12/1/2014","12/5/2014","Standard Class","VP-21730","Victor Preis","Home Office","United States","New York City","New York","10011","East","Office Supplies","Storage","269.49","3","0","5.3898"
"5588","3/19/2012","3/20/2012","First Class","GA-14725","Guy Armstrong","Consumer","United States","Lancaster","California","93534","West","Office Supplies","Fasteners","10.9","5","0","3.597"
"5589","7/19/2011","7/24/2011","Standard Class","EM-14140","Eugene Moren","Home Office","United States","Great Falls","Montana","59405","West","Office Supplies","Binders","6.096","2","0.2","2.2098"
